pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_logg,st_met,sy_dist,ra,dec,planet_type,habitable_zone,stellar_class,disc_decade,mass_radius_ratio
CoRoT-14 b,CoRoT-14,Transit,2010,CoRoT,1.51214,12.22,711.74876796,1952.0,0.027,100.0,6035.0,1.21,1.13,4.35,0.05,1744.6,103.4242023,-5.5360385,Gas Giant,0.0,F,2010.0,58.2445800294599
CoRoT-16 b,CoRoT-16,Transit,2011,CoRoT,5.35227,13.11,170.032,823.0,0.0618,100.0,5650.0,1.19,1.098,4.36,0.19,732.409,278.5246658,-6.0026026,Gas Giant,0.0,G,2010.0,12.969641495041953
CoRoT-17 b,CoRoT-17,Transit,2011,CoRoT,3.7681,11.43,711.74876796,1626.0,0.0461,100.0,5740.0,1.59,1.04,4.4,0.0,1176.12,278.699236,-6.612288,Gas Giant,0.0,G,2010.0,62.270233417322835
CoRoT-18 b,CoRoT-18,Transit,2011,CoRoT,1.9000693,14.68,711.74876796,1550.0,0.0295,675.7067999999999,5440.0,1.0,0.95,4.4,-0.1,764.889,98.1724172,-0.0316045,Gas Giant,0.0,G,2010.0,48.484248498637605
CoRoT-19 b,CoRoT-19,Transit,2011,CoRoT,3.89713,14.46,352.78,2000.0,0.0518,675.7067999999999,6090.0,1.65,1.21,4.07,-0.02,790.663,97.0335983,-0.1707293,Gas Giant,0.0,F,2010.0,24.396957123098197
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,1.7429935,16.432,711.74876796,1521.0,0.02798,675.7067999999999,5625.0,0.906,0.96,4.53,0.04,213.283,291.7770457,1.3836634,Gas Giant,0.0,G,2000.0,43.314798439629996
CoRoT-20 b,CoRoT-20,Transit,2011,CoRoT,9.24285,9.41556,711.74876796,1024.0,0.09,180.8704,5880.0,1.02,1.14,4.35,0.14,844.061,97.7204249,0.2268931,Gas Giant,0.0,G,2010.0,75.59282378955687
CoRoT-20 c,CoRoT-20,Radial Velocity,2018,Multiple Observatories,122.6058548,12.2,711.74876796,823.0,0.8984999999999999,100.0,5880.0,1.02,1.14,4.35,0.14,844.061,97.7204249,0.2268931,Gas Giant,0.0,G,2010.0,58.340062947540986
CoRoT-21 b,CoRoT-21,Transit,2012,CoRoT,2.72474,14.5717,711.74876796,823.0,0.0417,100.0,6200.0,1.95,1.29,3.7,0.0,1398.83419686,101.0526207,-0.2991544,Gas Giant,0.0,F,2010.0,48.84459383325213
CoRoT-22 b,CoRoT-22,Transit,2014,CoRoT,9.75598,4.88,12.2,885.0,0.092,100.0,5939.0,1.136,1.099,4.361,0.17,627.158,280.6671392,6.2191669,Gas Giant,0.0,G,2010.0,2.5
CoRoT-23 b,CoRoT-23,Transit,2011,CoRoT,3.6313,11.77,711.74876796,1660.0,0.048,100.0,5900.0,1.61,1.14,4.3,0.05,1060.97,279.7826586,4.3577516,Gas Giant,0.0,G,2010.0,60.471433131690745
CoRoT-24 b,CoRoT-24,Transit,2014,CoRoT,5.1134,3.7,5.7,1070.0,0.056,100.0,4950.0,0.86,0.91,4.55,0.3,591.555,101.922543,-3.7192892,Neptune-like,0.0,K,2010.0,1.5405405405405406
CoRoT-24 c,CoRoT-24,Transit,2014,CoRoT,11.759,5.0,28.0,850.0,0.098,100.0,4950.0,0.86,0.91,4.55,0.3,591.555,101.922543,-3.7192892,Gas Giant,0.0,K,2010.0,5.6
CoRoT-25 b,CoRoT-25,Transit,2013,CoRoT,4.86069,12.11,85.81,1330.0,0.0578,100.0,6040.0,1.19,1.09,4.31,-0.01,1103.48,280.6296561,6.5138223,Gas Giant,0.0,F,2010.0,7.085879438480595
CoRoT-26 b,CoRoT-26,Transit,2013,CoRoT,4.20474,14.12,165.26,1600.0,0.0526,100.0,5590.0,1.79,1.09,3.99,0.01,1045.18,279.7504991,6.9697828,Gas Giant,0.0,G,2010.0,11.703966005665722
CoRoT-27 b,CoRoT-27,Transit,2014,CoRoT,3.57532,11.287,711.74876796,1500.0,0.0476,100.0,5900.0,1.08,1.05,4.4,-0.1,1010.28,278.4958319,5.5383811,Gas Giant,0.0,G,2010.0,63.05916257287144
CoRoT-28 b,CoRoT-28,Transit,2015,CoRoT,5.20851,10.704595,153.82972,823.0,0.0603,100.0,5150.0,1.78,1.01,3.6,0.15,766.183,278.6883216,5.5736911,Gas Giant,0.0,K,2010.0,14.370438115594286
CoRoT-29 b,CoRoT-29,Transit,2015,CoRoT,2.85057,10.0881,270.1555,823.0,0.0386,100.0,5260.0,0.9,0.97,4.3,0.2,806.507,278.9020691,6.4795703,Gas Giant,0.0,G,2010.0,26.779621534282967
CoRoT-3 b,CoRoT-3,Transit,2008,CoRoT,4.2568,11.32,711.74876796,1695.0,0.05783,100.0,6740.0,1.56,1.37,4.22,0.14,768.771,292.0552827,0.1218359,Gas Giant,0.0,F,2000.0,62.875332858657245
CoRoT-30 b,CoRoT-30,Transit,2020,CoRoT,9.06005,11.309881,711.74876796,823.0,0.0844,100.0,5650.0,0.91,0.98,4.4,0.02,1032.23,277.6011767,6.8359338,Gas Giant,0.0,G,2020.0,62.931587693981925
CoRoT-31 b,CoRoT-31,Transit,2020,CoRoT,4.62941,16.36514,266.9772,823.0,0.0586,100.0,5700.0,2.15,1.25,3.85,0.0,2005.76,94.820735,-4.4222978,Gas Giant,0.0,G,2020.0,16.313774278741274
CoRoT-32 b,CoRoT-32,Transit,2018,CoRoT,6.71837,6.38913,47.6745,938.0,0.071,132.26,5970.0,0.79,1.08,4.67,0.0,576.683,100.1951714,9.2573953,Gas Giant,0.0,G,2010.0,7.461814049800208
CoRoT-35 b,CoRoT-35,Transit,2022,CoRoT,3.22748,18.83108758,349.6112477,1747.0,0.0429,100.0,6390.0,1.65,1.01,4.01,-0.5,1123.21,289.3143526,-2.7747085,Gas Giant,0.0,F,2020.0,18.565642914396133
CoRoT-36 b,CoRoT-36,Transit,2022,CoRoT,5.616531,15.80466279,216.12331676,1567.0,0.066,100.0,6730.0,1.52,1.32,4.16,-0.1,925.958,277.7510149,7.1833465,Gas Giant,0.0,F,2020.0,13.67465536162825
CoRoT-4 b,CoRoT-4,Transit,2008,CoRoT,9.20205,13.34,228.83,1074.0,0.09,203.9517,6190.0,1.17,1.16,4.41,0.05,726.412,102.1946233,-0.6727861,Gas Giant,0.0,F,2000.0,17.153673163418294
CoRoT-5 b,CoRoT-5,Transit,2009,CoRoT,4.0378962,15.558,148.42,1438.0,0.04947,675.7067999999999,6100.0,1.186,1.0,4.19,-0.25,882.472,101.2772396,0.8152163,Gas Giant,0.0,F,2000.0,9.539786604962076
CoRoT-6 b,CoRoT-6,Transit,2009,CoRoT,8.886593,13.068,711.74876796,1017.0,0.0855,100.0,6090.0,1.025,1.05,4.43,-0.2,645.294,281.0725563,6.6632062,Gas Giant,0.0,F,2000.0,54.465011322314055
CoRoT-7 b,CoRoT-7,Transit,2009,CoRoT,0.85359163,1.68135,4.07660518,1756.0,0.017016,100.0,5275.0,0.83,0.82,4.5,0.05,159.906,100.9561682,-1.0630076,Super-Earth,0.0,G,2000.0,2.424602361197847
CoRoT-7 c,CoRoT-7,Radial Velocity,2009,CoRoT,3.698,2.83,8.4,823.0,0.046,100.0,5256.0,0.864273,0.899,4.51853,0.06,159.906,100.9561682,-1.0630076,Neptune-like,0.0,G,2000.0,2.9681978798586575
CoRoT-7 d,CoRoT-7,Radial Velocity,2022,La Silla Observatory,8.966,4.31,17.142,823.0,0.102,100.0,5250.0,0.8389,0.915,4.573,0.12,159.906,100.9561682,-1.0630076,Gas Giant,0.0,G,2020.0,3.977262180974478
CoRoT-8 b,CoRoT-8,Transit,2010,CoRoT,6.21229,6.39,69.92,870.0,0.063,100.0,5080.0,0.77,0.88,4.58,0.3,322.037,291.5885696,1.4262972,Gas Giant,0.0,K,2010.0,10.94209702660407
CoRoT-9 b,CoRoT-9,Transit,2009,CoRoT,95.272656,11.948794,266.9772,420.0,0.4021,100.0,5625.0,0.96,0.96,4.54,-0.01,412.98,280.7866461,6.2040783,Gas Giant,0.0,G,2000.0,22.343443196024637
DE CVn b,DE CVn,Eclipse Timing Variations,2018,Multiple Facilities,122.6058548,12.4,711.74876796,823.0,0.8984999999999999,100.0,3579.0,0.424754,0.51,4.80413,0.016687125907561565,30.5225,201.7207198,45.5455449,Gas Giant,0.0,M,2010.0,57.39909419032258
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Astrometry,2013,Paranal Observatory,122.6058548,11.9,711.74876796,823.0,0.36,100.0,5393.162207575502,1.4911318173898434,0.075,4.385954254484487,0.016687125907561565,20.77,125.7620668,-49.2003008,Gas Giant,0.0,G,2010.0,59.81082083697479
DH Tau b,DH Tau,Imaging,2004,Subaru Telescope,10.67607169,30.2643,711.74876796,2106.0,0.8984999999999999,100.0,4371.0,0.27,0.33,4.00103,0.016687125907561565,134.846,67.4231674,26.5493897,Gas Giant,0.0,K,2000.0,23.51776740119547
DMPP-1 b,DMPP-1,Radial Velocity,2019,La Silla Observatory,17.812,4.26,16.8,877.0,0.1423,100.0,6196.0,1.26,1.21,4.41,0.016687125907561565,62.5388,86.7761233,-10.6303217,Gas Giant,0.0,F,2010.0,3.9436619718309864
DMPP-1 c,DMPP-1,Radial Velocity,2019,La Silla Observatory,10.03,3.31,10.94,1239.0,0.0973,100.0,6196.0,1.26,1.21,4.41,0.016687125907561565,62.5388,86.7761233,-10.6303217,Neptune-like,0.0,F,2010.0,3.305135951661631
DMPP-1 d,DMPP-1,Radial Velocity,2019,La Silla Observatory,3.1417,2.02,4.72,1632.0,0.04467,100.0,6196.0,1.26,1.21,4.41,0.016687125907561565,62.5388,86.7761233,-10.6303217,Neptune-like,0.0,F,2010.0,2.3366336633663365
DMPP-1 e,DMPP-1,Radial Velocity,2019,La Silla Observatory,5.516,1.86,4.13,1314.0,0.0651,100.0,6196.0,1.26,1.21,4.41,0.016687125907561565,62.5388,86.7761233,-10.6303217,Super-Earth,0.0,F,2010.0,2.2204301075268815
DMPP-2 b,DMPP-2,Radial Velocity,2019,Multiple Facilities,5.203,14.2,171.48,1000.0,0.06638,100.0,6500.0,1.78,1.41,4.1,0.016687125907561565,137.94,27.407731,-34.4590985,Gas Giant,0.0,F,2010.0,12.076056338028168
DMPP-2 c,DMPP-2,Radial Velocity,2026,Multiple Observatories,3.168,8.26,51.79,823.0,0.04789,100.0,6500.0,1.78,1.41,4.1,0.016687125907561565,137.94,27.407731,-34.4590985,Gas Giant,0.0,F,2020.0,6.26997578692494
DMPP-2 d,DMPP-2,Radial Velocity,2026,Multiple Observatories,16.491,11.6,91.79,823.0,0.1432,100.0,6500.0,1.78,1.41,4.1,0.016687125907561565,137.94,27.407731,-34.4590985,Gas Giant,0.0,F,2020.0,7.912931034482759
DMPP-3 A b,DMPP-3 A,Radial Velocity,2019,La Silla Observatory,5.59,1.44,2.67,854.0,0.05958,100.0,5138.0,0.91,0.9,4.46049,0.18,46.8917,91.6243532,-72.5143057,Super-Earth,0.0,K,2010.0,1.8541666666666667
DMPP-4 b,DMPP-4,Radial Velocity,2023,Multiple Observatories,3.4982,3.53,12.2,823.0,0.04853,100.0,6400.0,1.38,1.25,4.24,-0.007,25.3284,293.5826648,51.2358069,Neptune-like,0.0,F,2020.0,3.456090651558074
DMPP-6 b,DMPP-6,Radial Velocity,2026,Multiple Observatories,7.6027,2.28,5.8,823.0,0.0779,100.0,6182.09,1.27,1.079,4.31374,0.32,54.6303,120.3857827,-70.0234291,Neptune-like,0.0,F,2020.0,2.5438596491228074
DMPP-6 c,DMPP-6,Radial Velocity,2026,Multiple Observatories,36.441,3.74,13.47,823.0,0.2206,100.0,6182.09,1.27,1.079,4.31374,0.32,54.6303,120.3857827,-70.0234291,Neptune-like,0.0,F,2020.0,3.6016042780748663
DMPP-7 b,DMPP-7,Radial Velocity,2026,Multiple Observatories,4.984,9.13,61.39,823.0,0.05873,100.0,5996.82,1.53949,1.09,4.17,0.016687125907561565,101.386,203.5284651,0.4988127,Gas Giant,0.0,G,2020.0,6.7239868565169765
DMPP-8 b,DMPP-8,Radial Velocity,2026,Multiple Observatories,62.915,10.8,81.09,823.0,0.3098,100.0,6009.0,1.24,0.99,4.32111,0.016687125907561565,76.1335,305.3083517,-81.6166664,Gas Giant,0.0,F,2020.0,7.508333333333333
DMPP-9 b,DMPP-9,Radial Velocity,2026,Multiple Observatories,12.733,3.89,14.43,823.0,0.1097,100.0,6092.0,1.26,1.1,4.2613,0.016687125907561565,109.539,316.3060007,-66.9581622,Neptune-like,0.0,F,2020.0,3.709511568123393
DS Tuc A b,DS Tuc A,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.138268,5.7,413.179,850.0,0.102,115.8276,5428.0,0.964,1.01,4.6,0.0,44.0622,354.9154673,-69.196043,Gas Giant,0.0,G,2010.0,72.48754385964912
EPIC 201170410.02,EPIC 201170410,Transit,2020,K2,6.7987,1.047,1.15,823.0,0.0349,100.0,3648.0,0.282,0.287,4.999,-0.048,134.0,170.1408561,-4.8070039,Rocky,0.0,M,2020.0,1.0983763132760267
EPIC 201238110 b,EPIC 201238110,Transit,2019,K2,28.1656,1.87,4.16,823.0,0.102,100.0,3587.0,0.374,0.41,4.77613,0.016687125907561565,159.259,179.7058532,-3.3894613,Super-Earth,0.0,M,2010.0,2.2245989304812834
EPIC 201427007 b,EPIC 201427007,Transit,2021,K2,0.72091,1.5,2.86,823.0,0.102,100.0,5633.0,0.94,0.93,4.4,-0.053,706.391,184.6021322,-0.5512886,Super-Earth,0.0,G,2020.0,1.9066666666666665
EPIC 201497682 b,EPIC 201497682,Transit,2019,K2,2.13174,0.692,0.26,823.0,0.102,100.0,4991.0,0.554,0.78,4.63444,-0.0892,253.026,168.9366786,0.4880606,Rocky,0.0,K,2010.0,0.3757225433526012
EPIC 201595106 b,EPIC 201595106,Transit,2021,K2,0.87724,1.565,7.67,2038.0,0.0177,675.7067999999999,5679.0,0.98,0.958,4.435,0.01,232.1,183.7203635,1.9681688,Super-Earth,0.0,G,2020.0,4.900958466453674
EPIC 201615463 c,K2-166,Transit,2019,K2,3.80464,1.22,1.98,823.0,0.102,100.0,5960.0,1.61,1.073,4.09,0.09,476.882,185.1880932,2.2823788,Rocky,0.0,G,2010.0,1.6229508196721312
EPIC 201754305 d,K2-16,Transit,2019,K2,2.71578,1.03,1.08,823.0,0.102,100.0,4761.0,0.544,0.67,4.629,-0.33,334.967,175.0972238,4.5574311,Rocky,0.0,K,2010.0,1.0485436893203883
EPIC 201757695.02,EPIC 201757695,Transit,2020,K2,2.0478,0.90819,0.688,823.0,0.0296,100.0,4520.0,0.655,0.727,4.659,-0.003,577.6,173.9385102,4.6164303,Rocky,0.0,K,2020.0,0.7575507327761811
EPIC 201833600 c,K2-50,Transit,2019,K2,3.96151,1.0,0.972,823.0,0.102,100.0,4326.0,0.634,0.611,4.742,-0.1132,257.443,169.483654,5.988289,Rocky,0.0,K,2010.0,0.972
EPIC 201841433 b,EPIC 201841433,Transit,2019,K2,4.1698,1.04,1.12,823.0,0.035,100.0,5053.0,0.628461,0.802,4.595,0.0,436.488,175.206752,6.1348146,Rocky,0.0,K,2010.0,1.076923076923077
EPIC 205950854 c,K2-168,Transit,2019,K2,8.050722,1.31,2.27,960.6,0.102,100.0,5502.7,0.83,0.877,4.46,-0.13,243.935,333.1100738,-16.3418863,Super-Earth,0.0,G,2010.0,1.732824427480916
EPIC 206024342 b,EPIC 206024342,Transit,2019,K2,4.50756,1.7,3.53,823.0,0.102,100.0,5724.0,0.823,0.928,4.5,-0.22,369.888,331.2771441,-14.1218019,Super-Earth,0.0,G,2010.0,2.076470588235294
EPIC 206024342 c,EPIC 206024342,Transit,2021,K2,0.911724,1.4,2.54,823.0,0.102,100.0,5724.0,1.1,0.928,4.5,-0.22,369.888,331.2771441,-14.1218019,Super-Earth,0.0,G,2020.0,1.8142857142857145
EPIC 206024342 d,EPIC 206024342,Transit,2021,K2,14.647531,2.6,7.27,823.0,0.102,100.0,5724.0,1.1,0.928,4.5,-0.22,369.888,331.2771441,-14.1218019,Neptune-like,0.0,G,2020.0,2.796153846153846
EPIC 206032309 b,EPIC 206032309,Transit,2019,K2,2.87814,1.01,1.01,823.0,0.102,100.0,3489.0,0.37344,0.221,4.8514,0.016687125907561565,161.365,341.2404563,-13.9011223,Rocky,0.0,M,2010.0,1.0
EPIC 206042996 b,EPIC 206042996,Transit,2019,K2,5.2986,1.7,3.53,823.0,0.102,100.0,4114.0,0.5,0.565,4.8,0.006,451.769,337.5136198,-13.6101475,Super-Earth,0.0,K,2010.0,2.076470588235294
EPIC 206042996 c,EPIC 206042996,Transit,2021,K2,0.354884,1.2,1.87,823.0,0.102,100.0,4114.0,0.5,0.565,4.8,0.006,451.769,337.5136198,-13.6101475,Rocky,0.0,K,2020.0,1.5583333333333336
EPIC 206215704 b,EPIC 206215704,Transit,2019,K2,2.255436,1.0,0.972,823.0,0.102,100.0,3297.0,0.25,0.407,4.9,-0.33,109.888,335.0949721,-9.5097112,Rocky,0.0,M,2010.0,0.972
EPIC 206317286 b,EPIC 206317286,Transit,2019,K2,1.58252,0.96,0.84,823.0,0.102,100.0,4752.0,0.669,0.711,4.596,0.019,314.35,337.6178427,-7.972456,Rocky,0.0,K,2010.0,0.875
EPIC 206317286 c,EPIC 206317286,Transit,2022,K2,17.515472,2.094,5.03,823.0,0.102,100.0,4752.0,0.758,0.832,4.596,0.019,314.35,337.6178427,-7.972456,Neptune-like,0.0,K,2020.0,2.4021012416427894
EPIC 211822797 b,EPIC 211822797,Transit,2016,K2,21.1701963,1.92,4.35,431.0,0.1195,3.5,4057.0,0.58,0.62,4.7,0.2,186.197,130.4102091,17.6399744,Super-Earth,0.0,K,2010.0,2.265625
EPIC 211945201 b,EPIC 211945201,Transit,2018,K2,19.49221,5.76,11.0,817.0,0.1493,101.0,6069.0,1.39,1.17,4.22,0.1,181.69,136.5741931,19.4020565,Gas Giant,0.0,F,2010.0,1.9097222222222223
EPIC 212297394 b,EPIC 212297394,Transit,2019,K2,2.289363,1.48,2.79,1149.0,0.102,100.0,5171.0,0.8,0.83,4.55,-0.03,418.395,207.2061241,-17.6098985,Super-Earth,0.0,K,2010.0,1.885135135135135
EPIC 212297394 c,EPIC 212297394,Transit,2021,K2,5.213965,2.27,5.77,866.0,0.102,100.0,5171.0,0.8,0.83,4.55,-0.03,418.395,207.2061241,-17.6098985,Neptune-like,0.0,K,2020.0,2.541850220264317
EPIC 212424622 b,EPIC 212424622,Transit,2019,K2,18.0983,2.17,5.35,823.0,0.102,100.0,5782.33,1.2247,1.106,4.29996,0.016687125907561565,611.804,202.3313765,-14.3594358,Neptune-like,0.0,G,2010.0,2.4654377880184333
EPIC 212499991 b,EPIC 212499991,Transit,2019,K2,34.885,1.6,3.19,823.0,0.102,100.0,4982.79,0.757541,0.912,4.61492,0.016687125907561565,283.29,202.488752,-12.7347749,Super-Earth,0.0,K,2010.0,1.99375
EPIC 212587672 b,EPIC 212587672,Transit,2019,K2,15.28078,1.26,2.13,756.0,0.102,100.0,6004.0,0.98,0.99,4.45,-0.18,320.07,205.4445125,-10.8625468,Super-Earth,0.0,F,2010.0,1.6904761904761905
EPIC 212587672 c,EPIC 212587672,Transit,2021,K2,23.228555,2.32,5.99,658.0,0.102,100.0,6004.0,0.98,0.99,4.45,-0.18,320.07,205.4445125,-10.8625468,Neptune-like,0.0,F,2020.0,2.5818965517241383
EPIC 212624936 b,EPIC 212624936,Transit,2021,K2,0.578657,1.2,1.87,823.0,0.102,100.0,5765.0,0.93,1.0,4.4,-0.39,561.929,210.6376171,-10.0236852,Rocky,0.0,G,2020.0,1.5583333333333336
EPIC 212624936 c,EPIC 212624936,Transit,2021,K2,11.811437,2.3,5.9,823.0,0.102,100.0,5765.0,0.93,1.0,4.4,-0.39,561.929,210.6376171,-10.0236852,Neptune-like,0.0,G,2020.0,2.565217391304348
EPIC 212737443 b,EPIC 212737443,Transit,2019,K2,13.603,2.586,7.2,536.0,0.098,100.0,4684.0,0.673,0.69,4.622,-0.137,336.25,204.2215065,-7.3180577,Neptune-like,0.0,K,2010.0,2.7842227378190256
EPIC 212737443 c,EPIC 212737443,Transit,2019,K2,65.55,2.69,7.7,316.0,0.28,100.0,4684.0,0.673,0.69,4.622,-0.137,336.25,204.2215065,-7.3180577,Neptune-like,0.0,K,2010.0,2.862453531598513
EPIC 220492298 b,EPIC 220492298,Transit,2021,K2,0.762406,0.99,0.937,823.0,0.102,100.0,5620.0,0.89,0.95,4.5,0.28,624.512,16.7615005,6.588798,Rocky,0.0,G,2020.0,0.9464646464646466
EPIC 220554210 c,K2-282,Transit,2019,K2,0.70531,1.6,3.19,823.0,0.102,100.0,5499.0,1.0,0.94,4.5,-0.23,496.289,13.4321524,7.9952914,Super-Earth,0.0,G,2010.0,1.99375
EPIC 220674823 b,EPIC 220674823,Transit,2016,K2,0.57130782,1.606,7.54,2106.0,0.0132,675.7067999999999,5578.0,0.99,0.913,4.408,-0.005,244.59,13.0800239,10.7947051,Super-Earth,0.0,G,2010.0,4.694894146948942
EPIC 220674823 c,EPIC 220674823,Transit,2016,K2,13.340603,2.712,7.9,838.0,0.1078,70.0,5578.0,0.99,0.913,4.408,-0.005,244.59,13.0800239,10.7947051,Neptune-like,0.0,G,2010.0,2.9129793510324484
EPIC 228836835 b,EPIC 228836835,Transit,2021,K2,0.728113,1.1,1.37,932.0,0.102,100.0,3782.0,0.32,0.418179,5.0,-0.18,150.124,189.5748998,-5.2446247,Rocky,0.0,K,2020.0,1.2454545454545454
EPIC 229004835 b,EPIC 229004835,Transit,2023,K2,16.141132,2.332,10.4,804.0,0.1237,69.7,5868.0,0.999,0.97,4.47031,-0.12,121.971,186.4860415,-1.4047214,Neptune-like,0.0,G,2020.0,4.459691252144083
EPIC 246851721 b,EPIC 246851721,Transit,2018,K2,6.180235,11.780659,711.74876796,1401.0,0.07229,642.0,6202.0,1.586,1.317,4.157,0.141,372.632,78.9198197,16.2786991,Gas Giant,0.0,F,2010.0,60.41671929897979
EPIC 248847494 b,EPIC 248847494,Transit,2018,K2,122.6058548,12.44199,711.74876796,183.0,0.8984999999999999,0.19,4898.0,2.7,0.9,3.52,-0.23,551.886,159.3890808,11.8427484,Gas Giant,0.0,K,2010.0,57.20538016507005
EPIC 249893012 b,EPIC 249893012,Transit,2020,K2,3.5951,1.95,8.75,1616.0,0.047,675.7067999999999,5430.0,1.71,1.05,3.99,0.2,321.296,228.2482353,-16.7246474,Super-Earth,0.0,G,2020.0,4.487179487179487
EPIC 249893012 c,EPIC 249893012,Transit,2020,K2,15.624,3.67,14.67,990.0,0.13,160.0,5430.0,1.71,1.05,3.99,0.2,321.296,228.2482353,-16.7246474,Neptune-like,0.0,G,2020.0,3.997275204359673
EPIC 249893012 d,EPIC 249893012,Transit,2020,K2,35.747,3.94,10.18,752.0,0.22,53.0,5430.0,1.71,1.05,3.99,0.2,321.296,228.2482353,-16.7246474,Neptune-like,0.0,G,2020.0,2.583756345177665
G 196-3 b,G 196-3,Imaging,2024,European Space Agency (ESA) Gaia Satellite,10.67607169,12.0,711.74876796,1670.0,0.8984999999999999,100.0,3517.0,0.522432,0.519782,4.71783,0.016687125907561565,21.7912,151.0884754,50.3861806,Gas Giant,0.0,M,2020.0,59.31239733
G 264-012 b,G 264-012,Radial Velocity,2021,Calar Alto Observatory,2.30538,1.39,2.5,587.0,0.02279,20.5,3326.0,0.305,0.297,4.85,0.1,16.009,326.6719598,66.803848,Super-Earth,0.0,M,2020.0,1.7985611510791368
G 264-012 c,G 264-012,Radial Velocity,2021,Calar Alto Observatory,8.0518,1.76,3.75,387.0,0.0525,3.87,3326.0,0.305,0.297,4.85,0.1,16.009,326.6719598,66.803848,Super-Earth,0.0,M,2020.0,2.1306818181818183
G 268-110 b,G 268-110,Radial Velocity,2025,Calar Alto Observatory,1.43263,1.13,1.52,534.0,0.01283,13.57,5393.162207575502,0.177,0.137,5.0855,0.016687125907561565,,16.223688,-18.124802,Rocky,0.0,G,2020.0,1.345132743362832
G 9-40 b,G 9-40,Transit,2019,K2,5.7459982,1.9,4.0,440.6,0.0418,6.27,3395.0,0.3026,0.2952,4.84,-0.07,27.9276,134.7188514,21.0747961,Super-Earth,0.0,M,2010.0,2.1052631578947367
GJ 1002 b,GJ 1002,Radial Velocity,2022,Multiple Observatories,10.3465,1.03,1.08,230.9,0.0457,0.67,3024.0,0.137,0.12,5.1,-0.25,4.84867,1.6764641,-7.5462123,Rocky,0.0,M,2020.0,1.0485436893203883
GJ 1002 c,GJ 1002,Radial Velocity,2022,Multiple Observatories,21.202,1.1,1.36,181.7,0.0738,0.257,3024.0,0.137,0.12,5.1,-0.25,4.84867,1.6764641,-7.5462123,Rocky,0.0,M,2020.0,1.2363636363636363
GJ 1132 b,GJ 1132,Transit,2015,Cerro Tololo Inter-American Observatory,1.62892911,1.19151465,1.83704819,583.8,0.0157,19.3,3229.0,0.2211,0.1945,5.037,-0.17,12.613,153.7090696,-47.1549358,Rocky,0.0,M,2010.0,1.5417755795113388
GJ 1132 c,GJ 1132,Radial Velocity,2018,La Silla Observatory,8.929,1.52,2.91,300.0,0.0476,100.0,3090.0,0.226,0.198,5.02,-0.18,12.613,153.7090696,-47.1549358,Super-Earth,1.0,M,2010.0,1.9144736842105263
GJ 1137 c,HD 93083,Radial Velocity,2026,La Silla Observatory,9.6412,2.11,5.12,823.0,0.0835,58.4,5033.8,0.837,0.836,4.23,0.13,28.5159,161.0866672,-33.5776794,Neptune-like,0.0,K,2020.0,2.4265402843601898
GJ 1148 b,GJ 1148,Radial Velocity,2010,W. M. Keck Observatory,41.38,11.9,96.7,823.0,0.166,100.0,3287.0,0.358519,0.344045,4.86566,0.1596,11.0143,175.4326081,42.7515862,Gas Giant,0.0,M,2010.0,8.126050420168067
GJ 1148 c,GJ 1148,Radial Velocity,2017,Calar Alto Observatory,122.6058548,9.71,68.06,823.0,0.8984999999999999,100.0,3287.0,0.358519,0.344045,4.86566,0.1596,11.0143,175.4326081,42.7515862,Gas Giant,0.0,M,2010.0,7.009268795056642
GJ 1151 c,GJ 1151,Radial Velocity,2023,Multiple Facilities,122.6058548,3.25,10.62,823.0,0.5714,100.0,3280.0,0.1781,0.1639,5.09,-0.12,8.03625,177.7304866,48.3732334,Neptune-like,0.0,M,2020.0,3.2676923076923075
GJ 1214 b,GJ 1214,Transit,2009,MEarth Project,1.580404531,2.733,8.41,567.0,0.01505,17.2,3101.0,0.2162,0.182,5.0286,0.24,14.6427,258.8313991,4.9606795,Neptune-like,0.0,M,2000.0,3.0772045371386754
GJ 1252 b,GJ 1252,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182331,1.193,1.32,1090.0,0.00915,233.0,3458.0,0.391,0.381,4.83,0.1,20.373,306.9286462,-56.4622865,Rocky,0.0,M,2020.0,1.1064543168482817
GJ 1265 b,GJ 1265,Radial Velocity,2018,Calar Alto Observatory,3.6511,2.63,7.4,823.0,0.026,100.0,3236.0,0.192,0.178,5.09,-0.04,10.2525,333.4324675,-17.6870623,Neptune-like,0.0,M,2010.0,2.8136882129277567
GJ 1289 b,GJ 1289,Radial Velocity,2024,Multiple Observatories,111.74,2.38,6.27,150.0,0.27,100.0,3296.0,0.245012,0.21,4.9931,0.02,8.35147,355.7813464,36.5363314,Neptune-like,0.0,M,2020.0,2.634453781512605
GJ 143 b,GJ 143,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.61253,2.61,22.7,422.0,0.1915,7.0423,4640.0,0.695,0.73,4.613,0.003,16.32,51.7501882,-63.500166,Neptune-like,0.0,K,2010.0,8.697318007662835
