pl_name,hostname,discoverymethod,disc_year,disc_facility,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_logg,st_met,sy_dist,ra,dec,planet_type,habitable_zone,stellar_class,disc_decade,mass_radius_ratio
Kepler-250 d,Kepler-250,Transit,2014,Kepler,17.648312,2.18,5.39,579.0,0.127,21.463,5160.0,0.805,0.806,4.565,0.01,760.585,289.5947633,44.1418114,Neptune-like,0.0,K,2010.0,2.472477064220183
Kepler-251 b,Kepler-251,Transit,2014,Kepler,4.790936,1.33,2.33,990.0,0.053,203.169,5526.0,0.89,0.891,4.486,-0.06,924.625,296.5662171,44.1058077,Super-Earth,0.0,G,2010.0,1.7518796992481203
Kepler-251 c,Kepler-251,Transit,2014,Kepler,16.514043,2.77,8.1,655.0,0.122,38.953,5526.0,0.89,0.891,4.486,-0.06,924.625,296.5662171,44.1058077,Neptune-like,0.0,G,2010.0,2.9241877256317688
Kepler-251 d,Kepler-251,Transit,2014,Kepler,30.133001,2.77,8.1,536.0,0.182,17.477,5526.0,0.89,0.891,4.486,-0.06,924.625,296.5662171,44.1058077,Neptune-like,0.0,G,2010.0,2.9241877256317688
Kepler-251 e,Kepler-251,Transit,2014,Kepler,99.640161,2.77,8.1,360.0,0.404,3.548,5526.0,0.89,0.891,4.486,-0.06,924.625,296.5662171,44.1058077,Neptune-like,0.0,G,2010.0,2.9241877256317688
Kepler-252 b,Kepler-252,Transit,2014,Kepler,6.668391,1.23,2.04,587.0,0.058,39.264,4208.0,0.549,0.61,4.721,-0.13,379.424,295.579329,44.5459052,Rocky,0.0,K,2010.0,1.6585365853658538
Kepler-252 c,Kepler-252,Transit,2014,Kepler,10.848463,2.15,5.27,499.0,0.08,20.507,4208.0,0.549,0.61,4.721,-0.13,379.424,295.579329,44.5459052,Neptune-like,0.0,K,2010.0,2.4511627906976745
Kepler-253 b,Kepler-253,Transit,2014,Kepler,3.783986,1.63,3.29,949.0,0.046,194.346,5208.0,0.786,0.86,4.595,0.15,838.595,291.8419337,44.858124,Super-Earth,0.0,G,2010.0,2.0184049079754605
Kepler-253 c,Kepler-253,Transit,2014,Kepler,10.281951,2.65,7.51,680.0,0.089,51.273,5208.0,0.786,0.86,4.595,0.15,838.595,291.8419337,44.858124,Neptune-like,0.0,G,2010.0,2.8339622641509434
Kepler-253 d,Kepler-253,Transit,2014,Kepler,18.119869,3.17,10.2,563.0,0.13,24.084,5208.0,0.786,0.86,4.595,0.15,838.595,291.8419337,44.858124,Neptune-like,0.0,G,2010.0,3.217665615141956
Kepler-254 b,Kepler-254,Transit,2014,Kepler,5.826662,3.87,14.3,1013.0,0.064,184.341,5957.0,0.91,0.849,4.524,-0.13,1389.48,288.1646541,45.8164257,Neptune-like,0.0,G,2010.0,3.695090439276486
Kepler-254 c,Kepler-254,Transit,2014,Kepler,12.412183,2.15,3.2,787.0,0.105,67.225,5957.0,0.91,0.849,4.524,-0.13,1389.48,288.1646541,45.8164257,Neptune-like,0.0,G,2010.0,1.488372093023256
Kepler-254 d,Kepler-254,Transit,2014,Kepler,18.746477,2.5,6.8,686.0,0.139,38.844,5957.0,0.91,0.849,4.524,-0.13,1389.48,288.1646541,45.8164257,Neptune-like,0.0,G,2010.0,2.7199999999999998
Kepler-255 b,Kepler-255,Transit,2014,Kepler,5.714606,1.55,3.02,971.0,0.063,174.395,5573.0,0.933,0.867,4.516,0.3386,1052.53,296.0642702,45.9767647,Super-Earth,0.0,G,2010.0,1.9483870967741934
Kepler-255 c,Kepler-255,Transit,2014,Kepler,9.946047,2.99,9.22,807.0,0.092,83.264,5573.0,0.933,0.867,4.516,0.3386,1052.53,296.0642702,45.9767647,Neptune-like,0.0,G,2010.0,3.0836120401337794
Kepler-255 d,Kepler-255,Transit,2016,Kepler,1.045622658,1.32,2.3,1710.0,0.0192,675.7067999999999,5431.0,0.86,0.9,4.53,0.02,1052.53,296.0642702,45.9767647,Super-Earth,0.0,G,2010.0,1.7424242424242422
Kepler-256 b,Kepler-256,Transit,2014,Kepler,1.620493,1.59,3.15,1681.0,0.027,675.7067999999999,5551.0,1.301,1.037,4.223,0.26,1026.43,292.58042,46.0973588,Super-Earth,0.0,G,2010.0,1.981132075471698
Kepler-256 c,Kepler-256,Transit,2014,Kepler,3.38802,2.15,5.27,1315.0,0.045,457.066,5551.0,1.301,1.037,4.223,0.26,1026.43,292.58042,46.0973588,Neptune-like,0.0,G,2010.0,2.4511627906976745
Kepler-256 d,Kepler-256,Transit,2014,Kepler,5.839172,2.48,6.71,1097.0,0.064,221.1,5551.0,1.301,1.037,4.223,0.26,1026.43,292.58042,46.0973588,Neptune-like,0.0,G,2010.0,2.7056451612903225
Kepler-256 e,Kepler-256,Transit,2014,Kepler,10.681572,2.35,6.12,897.0,0.096,98.9,5551.0,1.301,1.037,4.223,0.26,1026.43,292.58042,46.0973588,Neptune-like,0.0,G,2010.0,2.604255319148936
Kepler-257 b,Kepler-257,Transit,2014,Kepler,2.382667,2.61,7.32,1237.0,0.034,343.6,5180.0,1.037,0.916,4.36,0.4,780.256,297.3159994,46.0232642,Neptune-like,0.0,K,2010.0,2.8045977011494254
Kepler-257 c,Kepler-257,Transit,2014,Kepler,6.581484,5.41,25.2,881.0,0.066,88.6,5180.0,1.037,0.916,4.36,0.4,780.256,297.3159994,46.0232642,Gas Giant,0.0,K,2010.0,4.65804066543438
Kepler-257 d,Kepler-257,Transit,2014,Kepler,24.664551,4.95,21.7,567.0,0.16,15.2,5180.0,1.037,0.916,4.36,0.4,780.256,297.3159994,46.0232642,Gas Giant,0.0,K,2010.0,4.383838383838383
Kepler-258 b,Kepler-258,Transit,2014,Kepler,13.19722,4.06,15.5,642.0,0.103,27.791,4942.0,0.915,0.82,4.441,0.3031,575.988,294.0684116,46.5791357,Gas Giant,0.0,K,2010.0,3.817733990147784
Kepler-258 c,Kepler-258,Transit,2014,Kepler,33.653079,3.61,12.7,470.0,0.193,7.985,4942.0,0.915,0.82,4.441,0.3031,575.988,294.0684116,46.5791357,Neptune-like,0.0,K,2010.0,3.5180055401662047
Kepler-259 b,Kepler-259,Transit,2014,Kepler,8.115317,2.8,8.25,879.0,0.079,113.451,5938.0,0.898,0.867,4.532,-0.09,1002.14,288.2119707,46.6150461,Neptune-like,0.0,G,2010.0,2.9464285714285716
Kepler-259 c,Kepler-259,Transit,2014,Kepler,36.924931,2.7,7.75,530.0,0.217,15.054,5938.0,0.898,0.867,4.532,-0.09,1002.14,288.2119707,46.6150461,Neptune-like,0.0,G,2010.0,2.8703703703703702
Kepler-26 b,Kepler-26,Transit,2011,Kepler,12.28,2.78,5.12,431.0,0.08551,7.6,3914.0,0.512,0.544,4.68,-0.13,335.307,284.9410627,46.5664505,Neptune-like,0.0,K,2010.0,1.841726618705036
Kepler-26 c,Kepler-26,Transit,2011,Kepler,17.2559,2.72,6.2,385.0,0.10725,4.82,3914.0,0.512,0.544,4.68,-0.13,335.307,284.9410627,46.5664505,Neptune-like,0.0,K,2010.0,2.2794117647058822
Kepler-26 d,Kepler-26,Transit,2014,Kepler,3.543919,1.07,1.24,652.0,0.039,31.79,4486.0,0.571,0.593,4.733,-0.21,335.307,284.9410627,46.5664505,Rocky,0.0,K,2010.0,1.158878504672897
Kepler-26 e,Kepler-26,Transit,2014,Kepler,46.827915,2.41,6.39,276.0,0.22,1.753,4486.0,0.571,0.593,4.733,-0.21,335.307,284.9410627,46.5664505,Neptune-like,0.0,K,2010.0,2.6514522821576763
Kepler-260 b,Kepler-260,Transit,2014,Kepler,8.187399,2.01,4.7,782.0,0.075,132.134,5250.0,0.862,1.013,4.494,0.29,627.365,291.9259658,38.0140525,Neptune-like,0.0,G,2010.0,2.338308457711443
Kepler-260 c,Kepler-260,Transit,2014,Kepler,76.050178,1.74,3.68,372.0,0.332,6.775,5250.0,0.862,1.013,4.494,0.29,627.365,291.9259658,38.0140525,Super-Earth,1.0,G,2010.0,2.1149425287356323
Kepler-261 b,Kepler-261,Transit,2014,Kepler,10.381227,2.18,5.39,672.0,0.088,45.779,5098.0,0.794,0.834,4.561,0.1621,317.499,291.3647333,37.609239,Neptune-like,0.0,K,2010.0,2.472477064220183
Kepler-261 c,Kepler-261,Transit,2014,Kepler,24.570858,2.0,4.66,505.0,0.156,14.512,5098.0,0.794,0.834,4.561,0.1621,317.499,291.3647333,37.609239,Super-Earth,0.0,K,2010.0,2.33
Kepler-262 b,Kepler-262,Transit,2014,Kepler,13.060855,1.36,2.42,734.0,0.108,50.169,5841.0,0.881,0.816,4.541,-0.3382,613.129,290.7287168,37.2526575,Super-Earth,0.0,G,2010.0,1.7794117647058822
Kepler-262 c,Kepler-262,Transit,2014,Kepler,21.853722,1.64,3.33,618.0,0.152,25.26,5841.0,0.881,0.816,4.541,-0.3382,613.129,290.7287168,37.2526575,Super-Earth,0.0,G,2010.0,2.030487804878049
Kepler-263 b,Kepler-263,Transit,2014,Kepler,16.568087,2.67,7.61,548.0,0.12,24.308,5265.0,0.785,0.793,4.576,-0.0314,754.747,292.4698022,37.5677941,Neptune-like,0.0,G,2010.0,2.850187265917603
Kepler-263 c,Kepler-263,Transit,2014,Kepler,47.332773,2.47,6.66,386.0,0.242,5.994,5265.0,0.785,0.793,4.576,-0.0314,754.747,292.4698022,37.5677941,Neptune-like,0.0,G,2010.0,2.6963562753036436
Kepler-264 b,Kepler-264,Transit,2014,Kepler,40.806231,3.33,11.1,772.0,0.249,79.478,6158.0,1.55,1.426,4.147,0.0469,942.173,292.044628,37.3761861,Neptune-like,0.0,F,2010.0,3.333333333333333
Kepler-264 c,Kepler-264,Transit,2014,Kepler,122.6058548,2.83,8.4,511.0,0.566,15.347,6158.0,1.55,1.426,4.147,0.0469,942.173,292.044628,37.3761861,Neptune-like,0.0,F,2010.0,2.9681978798586575
Kepler-265 b,Kepler-265,Transit,2014,Kepler,6.846262,1.86,4.12,1022.0,0.069,220.328,5835.0,1.103,0.97,4.326,-0.11,1280.25,290.5104788,41.244743,Super-Earth,0.0,G,2010.0,2.21505376344086
Kepler-265 c,Kepler-265,Transit,2014,Kepler,17.028937,2.63,7.41,755.0,0.127,65.359,5835.0,1.103,0.97,4.326,-0.11,1280.25,290.5104788,41.244743,Neptune-like,0.0,G,2010.0,2.817490494296578
Kepler-265 d,Kepler-265,Transit,2014,Kepler,43.130617,2.49,6.76,554.0,0.236,18.941,5835.0,1.103,0.97,4.326,-0.11,1280.25,290.5104788,41.244743,Neptune-like,0.0,G,2010.0,2.7148594377510036
Kepler-265 e,Kepler-265,Transit,2014,Kepler,67.831024,2.59,7.22,476.0,0.319,10.354,5835.0,1.103,0.97,4.326,-0.11,1280.25,290.5104788,41.244743,Neptune-like,0.0,G,2010.0,2.787644787644788
Kepler-266 b,Kepler-266,Transit,2014,Kepler,6.61833,2.48,6.71,1066.0,0.071,230.403,5885.0,1.028,0.947,4.453,0.16,1370.79,294.4843821,44.1669355,Neptune-like,0.0,G,2010.0,2.7056451612903225
Kepler-266 c,Kepler-266,Transit,2014,Kepler,107.723601,3.89,14.4,421.0,0.457,5.592,5885.0,1.028,0.947,4.453,0.16,1370.79,294.4843821,44.1669355,Neptune-like,0.0,G,2010.0,3.7017994858611827
Kepler-267 b,Kepler-267,Transit,2014,Kepler,3.353728,1.98,37.9,615.0,0.037,45.843,4258.0,0.555,0.541571,4.729,-0.18,264.993,299.8305655,47.1575741,Super-Earth,0.0,K,2010.0,19.141414141414142
Kepler-267 c,Kepler-267,Transit,2014,Kepler,6.87745,2.13,5.18,484.0,0.06,17.583,4258.0,0.555,0.541571,4.729,-0.18,264.993,299.8305655,47.1575741,Neptune-like,0.0,K,2010.0,2.431924882629108
Kepler-267 d,Kepler-267,Transit,2014,Kepler,28.464515,2.27,5.77,301.0,0.154,2.647,4258.0,0.555,0.541571,4.729,-0.18,264.993,299.8305655,47.1575741,Neptune-like,0.0,K,2010.0,2.541850220264317
Kepler-268 b,Kepler-268,Transit,2014,Kepler,25.934138,2.55,7.04,695.0,0.18,64.933,6081.0,1.274,1.109,4.287,0.0009,851.87,291.9761559,38.0550327,Neptune-like,0.0,F,2010.0,2.7607843137254906
Kepler-268 c,Kepler-268,Transit,2014,Kepler,83.446393,3.38,11.4,471.0,0.391,13.662,6081.0,1.274,1.109,4.287,0.0009,851.87,291.9761559,38.0550327,Neptune-like,0.0,F,2010.0,3.3727810650887577
Kepler-269 b,Kepler-269,Transit,2014,Kepler,5.326718,2.47,6.66,1007.0,0.061,604.9,5847.0,0.959,0.92,4.5,0.4,2257.32,290.2151459,41.775981,Neptune-like,0.0,G,2010.0,2.6963562753036436
Kepler-269 c,Kepler-269,Transit,2014,Kepler,8.127899,1.69,3.5,875.0,0.081,342.6,5847.0,0.959,0.92,4.5,0.4,2257.32,290.2151459,41.775981,Super-Earth,0.0,G,2010.0,2.0710059171597632
Kepler-27 b,Kepler-27,Transit,2011,Kepler,15.3348,4.0,711.74876796,610.0,0.118,28.681,5400.0,0.59,0.65,5.4,0.41,1044.36,292.2367608,41.085871,Neptune-like,0.0,G,2010.0,177.93719199
Kepler-27 c,Kepler-27,Transit,2011,Kepler,31.3309,4.9,711.74876796,481.0,0.191,11.067,5400.0,0.59,0.65,5.4,0.41,1044.36,292.2367608,41.085871,Gas Giant,0.0,G,2010.0,145.2548506040816
Kepler-27 d,Kepler-27,Transit,2021,Kepler,6.546289921,2.7061946,7.78,810.0,0.06578,88.2,5251.0,0.817,0.926,4.581,0.21,1044.36,292.2367608,41.085871,Neptune-like,0.0,G,2020.0,2.874885642000764
Kepler-270 b,Kepler-270,Transit,2014,Kepler,11.476094,2.01,4.7,984.0,0.107,178.362,6067.0,1.461,1.17,4.196,0.15,948.781,282.2001207,44.4222795,Neptune-like,0.0,F,2010.0,2.338308457711443
Kepler-270 c,Kepler-270,Transit,2014,Kepler,25.262887,1.77,3.78,756.0,0.18,62.241,6067.0,1.461,1.17,4.196,0.15,948.781,282.2001207,44.4222795,Super-Earth,0.0,F,2010.0,2.135593220338983
Kepler-271 b,Kepler-271,Transit,2014,Kepler,10.43547805,1.23,2.04,759.0,0.08784,75.957,5555.0,0.87,0.9,4.52,-0.13,404.542,283.0029316,44.284108,Rocky,0.0,G,2010.0,1.6585365853658538
Kepler-271 c,Kepler-271,Transit,2014,Kepler,7.41086267,0.95,0.809,850.0,0.06993,119.631,5555.0,0.87,0.9,4.52,-0.13,404.542,283.0029316,44.284108,Rocky,0.0,G,2010.0,0.8515789473684211
Kepler-271 d,Kepler-271,Transit,2016,Kepler,5.24972541,0.66,0.219,954.0,0.05554,189.343,5555.0,0.87,0.9,4.52,-0.13,404.542,283.0029316,44.284108,Rocky,0.0,G,2010.0,0.3318181818181818
Kepler-272 b,Kepler-272,Transit,2014,Kepler,2.971353,1.43,78.0,1200.0,0.038,675.7067999999999,5297.0,0.929,0.91,4.426,0.04,889.608,299.1275257,47.5938319,Super-Earth,0.0,G,2010.0,54.54545454545455
Kepler-272 c,Kepler-272,Transit,2014,Kepler,6.057342,1.79,97.8,947.0,0.061,310.76,5297.0,0.929,0.91,4.426,0.04,889.608,299.1275257,47.5938319,Super-Earth,0.0,G,2010.0,54.63687150837988
Kepler-272 d,Kepler-272,Transit,2014,Kepler,10.937304,2.25,5.69,777.0,0.091,141.135,5297.0,0.929,0.91,4.426,0.04,889.608,299.1275257,47.5938319,Neptune-like,0.0,G,2010.0,2.528888888888889
Kepler-273 b,Kepler-273,Transit,2014,Kepler,2.936532,1.5,2.86,1209.0,0.037,285.636,5626.0,0.815,0.756,4.514,-0.28,713.964,291.3021458,47.6976573,Super-Earth,0.0,G,2010.0,1.9066666666666665
Kepler-273 c,Kepler-273,Transit,2014,Kepler,8.014927,1.98,4.58,865.0,0.073,74.887,5626.0,0.815,0.756,4.514,-0.28,713.964,291.3021458,47.6976573,Super-Earth,0.0,G,2010.0,2.313131313131313
Kepler-274 b,Kepler-274,Transit,2014,Kepler,11.634788,1.54,2.99,961.0,0.101,147.812,6023.0,1.007,0.883,4.44,-0.2112,1333.62,292.9227926,38.4772173,Super-Earth,0.0,F,2010.0,1.9415584415584417
Kepler-274 c,Kepler-274,Transit,2014,Kepler,33.197861,1.84,4.04,678.0,0.204,36.518,6023.0,1.007,0.883,4.44,-0.2112,1333.62,292.9227926,38.4772173,Super-Earth,0.0,F,2010.0,2.1956521739130435
Kepler-275 b,Kepler-275,Transit,2014,Kepler,10.300682,2.34,6.08,1015.0,0.098,266.3,6165.0,1.383,1.189,4.229,0.08,2034.25,292.4797004,38.5149018,Neptune-like,0.0,F,2010.0,2.5982905982905984
Kepler-275 c,Kepler-275,Transit,2014,Kepler,16.088134,3.38,11.4,875.0,0.132,146.5,6165.0,1.383,1.189,4.229,0.08,2034.25,292.4797004,38.5149018,Neptune-like,0.0,F,2010.0,3.3727810650887577
Kepler-275 d,Kepler-275,Transit,2014,Kepler,35.676062,3.33,11.1,671.0,0.224,50.7,6165.0,1.383,1.189,4.229,0.08,2034.25,292.4797004,38.5149018,Neptune-like,0.0,F,2010.0,3.333333333333333
Kepler-276 b,Kepler-276,Transit,2014,Kepler,14.12841,2.87,711.74876796,739.0,0.119,58.586,6105.0,1.046,0.845,4.453,-0.29,1144.86,293.568197,39.0363123,Neptune-like,0.0,F,2010.0,247.99608639721254
Kepler-276 c,Kepler-276,Transit,2013,Kepler,31.884,2.9,16.6,563.0,0.18619,19.793,5693.0,1.03,1.1,4.46,-0.29,1144.86,293.568197,39.0363123,Neptune-like,0.0,G,2010.0,5.724137931034483
Kepler-276 d,Kepler-276,Transit,2013,Kepler,48.648,2.8,16.3,489.0,0.24666,11.274,5693.0,1.03,1.1,4.46,-0.29,1144.86,293.568197,39.0363123,Neptune-like,0.0,G,2010.0,5.821428571428572
Kepler-277 b,Kepler-277,Transit,2013,Kepler,17.324,2.92,87.3,964.0,0.14168,198.245,5946.0,1.69,1.12,4.03,0.09,976.643,286.5831894,39.0772582,Neptune-like,0.0,G,2010.0,29.897260273972602
Kepler-277 c,Kepler-277,Transit,2013,Kepler,33.006,3.36,64.2,778.0,0.21781,83.898,5946.0,1.69,1.12,4.03,0.09,976.643,286.5831894,39.0772582,Neptune-like,0.0,G,2010.0,19.107142857142858
Kepler-278 b,Kepler-278,Transit,2014,Kepler,30.1556,3.955,56.0,586.0,0.202,110.0,4965.0,2.861,1.227,3.58,0.22,443.03,290.1072124,38.7022694,Neptune-like,0.0,K,2010.0,14.159292035398229
Kepler-278 c,Kepler-278,Transit,2014,Kepler,51.111,3.268,34.9,492.0,0.287,54.3,4965.0,2.861,1.227,3.58,0.22,443.03,290.1072124,38.7022694,Neptune-like,0.0,K,2010.0,10.679314565483477
Kepler-279 b,Kepler-279,Transit,2014,Kepler,12.309681,3.62,711.74876796,1104.0,0.112,249.021,6363.0,1.746,1.2,4.051,-0.1141,1037.4,287.391295,42.194822,Neptune-like,0.0,F,2010.0,196.61568175690607
Kepler-279 c,Kepler-279,Transit,2013,Kepler,35.736,4.3,49.4,774.0,0.2236,60.157,6689.45,1.07,1.1,4.42,-0.1141,1037.4,287.391295,42.194822,Gas Giant,0.0,F,2010.0,11.488372093023257
Kepler-279 d,Kepler-279,Transit,2013,Kepler,54.414,3.1,37.5,574.0,0.2901,35.739,6689.45,1.07,1.1,4.42,-0.1141,1037.4,287.391295,42.194822,Neptune-like,0.0,F,2010.0,12.096774193548386
Kepler-279 e,Kepler-279,Transit,2025,Kepler,98.3531,4.13,56.0,552.0,0.439,21.96,6689.45,1.43,1.164,4.12,-0.1141,1037.4,287.391295,42.194822,Gas Giant,0.0,F,2020.0,13.559322033898306
Kepler-28 b,Kepler-28,Transit,2011,Kepler,5.91,1.959,1.63,585.0,0.05687,62.577,4499.3,0.664,0.684,4.62,0.1451,438.359,292.1370409,42.4294835,Super-Earth,0.0,K,2010.0,0.8320571720265441
Kepler-28 c,Kepler-28,Transit,2011,Kepler,8.99,1.857,2.06,509.0,0.07519,35.898,4499.3,0.664,0.684,4.62,0.1451,438.359,292.1370409,42.4294835,Super-Earth,0.0,K,2010.0,1.1093161012385568
Kepler-280 b,Kepler-280,Transit,2014,Kepler,2.139542,1.45,2.7,1425.0,0.032,675.7067999999999,5744.0,0.886,0.962,4.537,0.1213,780.361,291.3905325,42.1804735,Super-Earth,0.0,G,2010.0,1.8620689655172415
Kepler-280 c,Kepler-280,Transit,2014,Kepler,4.807091,2.01,4.7,1088.0,0.056,279.085,5744.0,0.886,0.962,4.537,0.1213,780.361,291.3905325,42.1804735,Neptune-like,0.0,G,2010.0,2.338308457711443
Kepler-281 b,Kepler-281,Transit,2014,Kepler,14.646008,2.82,324.0,694.0,0.117,118.246,5723.0,0.899,0.95,4.531,0.02,1745.45,294.1081465,44.7706524,Neptune-like,0.0,G,2010.0,114.8936170212766
Kepler-281 c,Kepler-281,Transit,2014,Kepler,36.337373,5.31,161.124,513.0,0.215,35.203,5723.0,0.899,0.95,4.531,0.02,1745.45,294.1081465,44.7706524,Gas Giant,0.0,G,2010.0,30.34350282485876
Kepler-281 d,Kepler-281,Transit,2021,Kepler,122.6058548,5.93747806,654.0,321.0,0.5456,2.51,5717.0,0.884,0.984,4.538,0.0,1745.45,294.1081465,44.7706524,Gas Giant,0.0,G,2020.0,110.14777543447461
Kepler-282 b,Kepler-282,Transit,2014,Kepler,9.220524,1.01,1.01,817.0,0.082,195.935,5602.0,0.904,0.86,4.459,-0.2,1337.61,284.6772402,44.7976401,Rocky,0.0,G,2010.0,1.0
Kepler-282 c,Kepler-282,Transit,2014,Kepler,13.638723,1.2,1.87,717.0,0.106,116.117,5602.0,0.904,0.86,4.459,-0.2,1337.61,284.6772402,44.7976401,Rocky,0.0,G,2010.0,1.5583333333333336
Kepler-282 d,Kepler-282,Transit,2013,Kepler,24.806,2.46,61.0,588.0,0.15837,52.348,5656.0,0.89,0.97,4.53,-0.2,1337.61,284.6772402,44.7976401,Neptune-like,0.0,G,2010.0,24.796747967479675
Kepler-282 e,Kepler-282,Transit,2013,Kepler,44.347,3.1,56.2,484.0,0.23332,24.114,5656.0,0.89,0.97,4.53,-0.2,1337.61,284.6772402,44.7976401,Neptune-like,0.0,G,2010.0,18.129032258064516
Kepler-283 b,Kepler-283,Transit,2014,Kepler,11.008151,2.13,5.18,488.0,0.082,16.26,4351.0,0.566,0.596,4.721,-0.17,468.094,293.6137413,47.838938,Neptune-like,0.0,K,2010.0,2.431924882629108
Kepler-283 c,Kepler-283,Transit,2014,Kepler,92.743711,1.82,3.97,240.0,0.341,0.949,4351.0,0.566,0.596,4.721,-0.17,468.094,293.6137413,47.838938,Super-Earth,0.0,K,2010.0,2.1813186813186816
Kepler-284 b,Kepler-284,Transit,2014,Kepler,12.699149,2.24,5.65,686.0,0.104,38.366,5615.0,0.814,0.766,4.58,-0.26,1031.95,293.1465698,47.7297053,Neptune-like,0.0,G,2010.0,2.5223214285714284
Kepler-284 c,Kepler-284,Transit,2014,Kepler,37.514456,2.61,7.32,478.0,0.213,9.042,5615.0,0.814,0.766,4.58,-0.26,1031.95,293.1465698,47.7297053,Neptune-like,0.0,G,2010.0,2.8045977011494254
Kepler-285 b,Kepler-285,Transit,2014,Kepler,2.633867,1.34,2.36,1131.0,0.036,428.407,5411.0,0.808,0.915,4.584,0.17,824.31,291.3908469,48.0655392,Super-Earth,0.0,G,2010.0,1.761194029850746
Kepler-285 c,Kepler-285,Transit,2014,Kepler,6.186676,1.12,1.46,851.0,0.064,137.068,5411.0,0.808,0.915,4.584,0.17,824.31,291.3908469,48.0655392,Rocky,0.0,G,2010.0,1.3035714285714284
Kepler-286 b,Kepler-286,Transit,2014,Kepler,1.796302,1.24,2.07,1367.0,0.027,675.7067999999999,5580.0,0.863,0.83,4.495,-0.25,1226.85,290.6761874,48.2942362,Rocky,0.0,G,2010.0,1.6693548387096773
Kepler-286 c,Kepler-286,Transit,2014,Kepler,3.468095,1.37,2.45,1098.0,0.042,353.0,5580.0,0.863,0.83,4.495,-0.25,1226.85,290.6761874,48.2942362,Super-Earth,0.0,G,2010.0,1.7883211678832116
Kepler-286 d,Kepler-286,Transit,2014,Kepler,5.914323,1.33,2.33,919.0,0.061,173.9,5580.0,0.863,0.83,4.495,-0.25,1226.85,290.6761874,48.2942362,Super-Earth,0.0,G,2010.0,1.7518796992481203
Kepler-286 e,Kepler-286,Transit,2014,Kepler,29.221289,1.77,3.78,539.0,0.176,20.6,5580.0,0.863,0.83,4.495,-0.25,1226.85,290.6761874,48.2942362,Super-Earth,0.0,G,2010.0,2.135593220338983
Kepler-287 b,Kepler-287,Transit,2014,Kepler,20.342199,2.33,83.0,667.0,0.145,35.75,5806.0,1.032,0.963,4.402,0.117,835.86,290.9274282,48.4434588,Neptune-like,0.0,G,2010.0,35.622317596566525
Kepler-287 c,Kepler-287,Transit,2014,Kepler,44.851896,3.26,66.0,513.0,0.246,12.457,5806.0,1.032,0.963,4.402,0.117,835.86,290.9274282,48.4434588,Neptune-like,0.0,G,2010.0,20.245398773006137
Kepler-288 b,Kepler-288,Transit,2014,Kepler,6.097326,1.67,3.43,1197.0,0.065,247.301,5918.0,1.091,0.842,4.353,-0.24,1194.15,288.9163997,39.5947523,Super-Earth,0.0,G,2010.0,2.0538922155688626
Kepler-288 c,Kepler-288,Transit,2014,Kepler,19.305772,2.85,8.5,815.0,0.14,53.148,5918.0,1.091,0.842,4.353,-0.24,1194.15,288.9163997,39.5947523,Neptune-like,0.0,G,2010.0,2.982456140350877
Kepler-288 d,Kepler-288,Transit,2014,Kepler,56.633742,2.67,7.61,570.0,0.287,12.659,5918.0,1.091,0.842,4.353,-0.24,1194.15,288.9163997,39.5947523,Neptune-like,0.0,G,2010.0,2.850187265917603
Kepler-289 b,Kepler-289,Transit,2014,Kepler,34.5383,2.49,3.7,607.0,0.21183,27.371,5990.0,1.0,1.08,4.47,0.05,704.438,297.4653351,42.8828517,Neptune-like,0.0,G,2010.0,1.4859437751004017
Kepler-289 c,Kepler-289,Transit,2014,Kepler,122.6058548,11.23,157.18,394.0,0.50155,4.882,5990.0,1.0,1.08,4.47,0.05,704.438,297.4653351,42.8828517,Gas Giant,0.0,G,2010.0,13.996438112199465
Kepler-289 d,Kepler-289,Transit,2014,Kepler,66.0282,3.03,5.33,823.0,0.33,100.0,5990.0,1.0,1.08,4.47,0.05,704.438,297.4653351,42.8828517,Neptune-like,0.0,G,2010.0,1.7590759075907592
Kepler-289 e,Kepler-289,Transit,2025,Kepler,122.6058548,2.94,17.4,286.0,0.8984999999999999,1.58,5990.0,0.985,1.061,4.47,-0.0098,704.438,297.4653351,42.8828517,Neptune-like,0.0,G,2020.0,5.918367346938775
Kepler-29 b,Kepler-29,Transit,2011,Kepler,10.33974,2.55,5.0,777.0,0.08482,55.9,5378.0,0.732,0.761,4.6,-0.44,832.532,298.348382,47.4913021,Neptune-like,0.0,G,2010.0,1.9607843137254903
Kepler-29 c,Kepler-29,Transit,2011,Kepler,13.28613,2.34,4.5,715.0,0.10027,34.4,5378.0,0.732,0.761,4.6,-0.44,832.532,298.348382,47.4913021,Neptune-like,0.0,G,2010.0,1.9230769230769231
Kepler-290 b,Kepler-290,Transit,2014,Kepler,14.589347,2.25,5.69,594.0,0.11,22.637,5147.0,0.743,0.756,4.622,-0.1,694.627,286.4100307,42.6815137,Neptune-like,0.0,K,2010.0,2.528888888888889
Kepler-290 c,Kepler-290,Transit,2014,Kepler,36.77031,2.7,7.75,437.0,0.205,6.596,5147.0,0.743,0.756,4.622,-0.1,694.627,286.4100307,42.6815137,Neptune-like,0.0,K,2010.0,2.8703703703703702
